"id";"campaign_id";"coupon_id";"redemption_status";"customer_id";"age_range";"marital_status";"rented";"family_size";"no_of_children";"income_bracket"
11956;30;961;0;0;"";"";0;0;"";0
11957;27;718;0;1378;"26-35";"";0;4;"2";8
11958;13;119;0;0;"";"";0;0;"";0
11960;5;893;0;0;"";"";0;0;"";0
11966;8;513;0;113;"56-70";"Married";0;2;"";4
11967;28;587;0;231;"46-55";"";0;1;"";5
11969;11;1044;0;1058;"46-55";"Married";0;3;"1";5
11970;8;288;0;0;"";"";0;0;"";0
11971;5;279;0;0;"";"";0;0;"";0
11972;8;806;0;0;"";"";0;0;"";0
11975;26;931;0;1070;"56-70";"";0;1;"";6
11976;13;1027;0;917;"36-45";"";0;2;"";3
11978;29;597;0;0;"";"";0;0;"";0
11979;5;689;0;1167;"46-55";"";0;1;"";5
11985;13;148;0;0;"";"";0;0;"";0
11986;13;891;0;0;"";"";0;0;"";0
11987;8;911;0;0;"";"";0;0;"";0
11988;26;375;0;235;"56-70";"Married";0;2;"";5
11991;13;386;0;0;"";"";0;0;"";0
11992;30;310;0;0;"";"";0;0;"";0
11993;4;895;0;1398;"36-45";"Single";0;1;"";2
11995;13;1055;0;965;"18-25";"Married";1;3;"1";4
11996;8;981;0;72;"26-35";"Single";0;3;"2";1
11997;12;705;0;1318;"46-55";"Married";0;2;"";3
11999;11;1044;0;726;"46-55";"Single";0;3;"1";5
12001;13;249;0;0;"";"";0;0;"";0
12002;1;568;0;401;"36-45";"Married";0;3;"1";4
12004;9;105;0;962;"26-35";"Married";1;3;"1";6
12005;26;353;0;490;"36-45";"";0;1;"";5
12007;8;54;0;1051;"46-55";"";0;2;"";2
12008;26;797;0;1182;"26-35";"Married";0;3;"1";3
12011;13;1114;0;0;"";"";0;0;"";0
12012;13;944;0;872;"70+";"Married";0;2;"";7
12013;8;90;0;368;"36-45";"";0;1;"";5
12014;13;249;0;839;"46-55";"";0;1;"";1
12016;13;139;0;0;"";"";0;0;"";0
12018;13;773;0;0;"";"";0;0;"";0
12020;12;783;0;268;"70+";"Married";0;2;"";2
12021;13;480;0;1458;"46-55";"Married";0;3;"1";6
12023;30;468;0;524;"26-35";"";0;1;"";5
12025;13;121;0;163;"26-35";"";0;3;"2";3
12029;13;249;0;0;"";"";0;0;"";0
12031;5;967;0;0;"";"";0;0;"";0
12033;8;481;0;1392;"36-45";"";0;3;"2";5
12034;8;645;0;0;"";"";0;0;"";0
12036;9;607;0;0;"";"";0;0;"";0
12037;8;285;0;0;"";"";0;0;"";0
12038;13;734;0;0;"";"";0;0;"";0
12041;13;151;0;0;"";"";0;0;"";0
12044;8;740;0;0;"";"";0;0;"";0
12045;2;673;0;0;"";"";0;0;"";0
12046;13;1112;0;966;"46-55";"";0;4;"2";2
12049;13;561;0;0;"";"";0;0;"";0
12050;7;691;0;1036;"36-45";"";0;2;"";9
12051;26;429;0;0;"";"";0;0;"";0
12052;8;70;0;802;"46-55";"";0;1;"";2
12053;8;47;0;918;"26-35";"Married";1;2;"";5
12054;13;157;0;0;"";"";0;0;"";0
12056;26;316;0;0;"";"";0;0;"";0
12057;30;354;0;510;"26-35";"";0;2;"1";1
12060;29;943;0;0;"";"";0;0;"";0
12061;30;414;0;141;"56-70";"Married";0;2;"";9
12063;26;629;0;619;"36-45";"Single";1;2;"1";4
12064;8;964;0;1142;"56-70";"";0;1;"";6
12066;13;113;0;0;"";"";0;0;"";0
12069;26;379;0;490;"36-45";"";0;1;"";5
12071;12;819;0;0;"";"";0;0;"";0
12073;13;510;0;0;"";"";0;0;"";0
12074;8;49;0;51;"70+";"Married";0;2;"";2
12077;8;1086;0;0;"";"";0;0;"";0
12079;8;537;0;0;"";"";0;0;"";0
12080;13;1055;0;0;"";"";0;0;"";0
12081;8;627;0;1309;"26-35";"Married";0;3;"1";7
12083;8;293;0;132;"46-55";"";0;3;"1";3
12084;13;268;0;0;"";"";0;0;"";0
12085;13;21;0;401;"36-45";"Married";0;3;"1";4
12086;27;825;0;0;"";"";0;0;"";0
12087;8;747;0;58;"26-35";"";0;1;"";4
12088;29;265;0;498;"46-55";"Married";0;2;"";9
12089;8;705;0;602;"18-25";"Married";0;2;"";11
12090;13;468;0;416;"36-45";"Married";1;4;"2";5
12091;13;244;0;298;"70+";"";0;1;"";7
12093;11;913;0;0;"";"";0;0;"";0
12094;8;989;0;1546;"36-45";"Married";0;2;"";3
12096;8;711;0;1119;"36-45";"Married";0;2;"";10
12097;30;300;0;0;"";"";0;0;"";0
12101;8;658;0;1111;"46-55";"Single";0;2;"";7
12104;8;674;0;1512;"26-35";"Married";0;2;"";5
12105;13;944;0;0;"";"";0;0;"";0
12107;9;635;0;0;"";"";0;0;"";0
12108;30;1067;0;0;"";"";0;0;"";0
12109;13;137;0;0;"";"";0;0;"";0
12112;5;689;0;1192;"70+";"";0;1;"";2
12113;8;808;0;239;"36-45";"Married";0;3;"1";6
12116;8;1084;0;1154;"46-55";"Married";0;3;"1";6
12117;30;310;0;797;"46-55";"";0;1;"";6
12120;30;889;0;595;"18-25";"";0;2;"";2
12121;8;9;0;0;"";"";0;0;"";0
12122;13;1108;0;0;"";"";0;0;"";0
12123;8;964;0;0;"";"";0;0;"";0
12127;30;678;0;0;"";"";0;0;"";0
12130;29;1081;0;1036;"36-45";"";0;2;"";9
12131;13;726;0;1268;"46-55";"Married";0;2;"";6
12132;13;139;0;1367;"36-45";"";0;1;"";5
12134;12;705;0;167;"46-55";"";0;2;"";4
12135;29;445;0;1384;"56-70";"Single";0;1;"";3
12137;26;1013;0;0;"";"";0;0;"";0
12140;9;18;0;0;"";"";0;0;"";0
12141;30;310;0;0;"";"";0;0;"";0
12143;8;248;0;0;"";"";0;0;"";0
12144;13;166;0;333;"46-55";"Married";0;2;"";6
12145;4;16;0;41;"46-55";"Single";0;2;"";4
12147;30;900;0;0;"";"";0;0;"";0
12148;8;928;0;0;"";"";0;0;"";0
12149;8;883;0;83;"46-55";"Single";0;1;"";4
12152;8;67;0;0;"";"";0;0;"";0
12153;29;538;0;0;"";"";0;0;"";0
12156;13;865;0;911;"46-55";"Married";0;3;"1";8
12157;13;723;0;684;"36-45";"";0;2;"";3
12158;8;911;0;0;"";"";0;0;"";0
12163;26;609;0;1402;"18-25";"Single";0;1;"";12
12165;13;588;0;0;"";"";0;0;"";0
12166;8;93;0;0;"";"";0;0;"";0
12167;8;91;0;0;"";"";0;0;"";0
12168;8;490;0;0;"";"";0;0;"";0
12169;30;541;0;0;"";"";0;0;"";0
12170;13;653;0;1057;"36-45";"";0;1;"";3
12171;11;913;0;161;"46-55";"";0;1;"";1
12172;8;1018;0;1460;"46-55";"Married";0;2;"";12
12173;8;8;0;967;"36-45";"";0;1;"";5
12174;26;870;0;0;"";"";0;0;"";0
12175;13;123;0;0;"";"";0;0;"";0
12178;8;911;0;251;"46-55";"Single";1;1;"";3
12179;13;483;0;1392;"36-45";"";0;3;"2";5
12182;29;696;0;19;"46-55";"";0;1;"";3
12184;30;911;0;0;"";"";0;0;"";0
12185;3;864;0;0;"";"";0;0;"";0
12186;9;691;0;861;"70+";"";0;2;"";3
12187;13;115;0;248;"36-45";"Single";0;1;"";3
12188;8;98;0;0;"";"";0;0;"";0
12189;13;885;0;860;"26-35";"Single";0;1;"";1
12192;13;763;0;1407;"36-45";"Married";0;2;"";11
12193;13;754;1;268;"70+";"Married";0;2;"";2
12194;26;569;0;524;"26-35";"";0;1;"";5
12196;13;617;0;0;"";"";0;0;"";0
12197;8;98;0;1360;"46-55";"Married";0;2;"";5
12198;13;844;0;1170;"36-45";"";0;1;"";2
12199;26;316;0;874;"46-55";"Married";0;2;"";5
12202;13;920;0;0;"";"";0;0;"";0
12204;13;467;0;894;"18-25";"Single";0;3;"1";5
12205;30;425;0;766;"36-45";"Married";0;2;"";9
12206;13;542;0;620;"26-35";"Married";0;3;"1";4
12207;13;171;0;0;"";"";0;0;"";0
12209;8;723;0;0;"";"";0;0;"";0
12210;5;1043;0;1252;"26-35";"Single";0;3;"2";3
12211;8;725;0;0;"";"";0;0;"";0
12214;8;46;0;1129;"70+";"";0;2;"";9
12216;9;287;0;0;"";"";0;0;"";0
12218;26;476;0;0;"";"";0;0;"";0
12220;13;909;0;0;"";"";0;0;"";0
12222;13;517;0;0;"";"";0;0;"";0
12223;13;20;0;0;"";"";0;0;"";0
12226;13;850;0;509;"26-35";"Single";0;1;"";3
12227;13;1047;0;0;"";"";0;0;"";0
12228;8;722;0;577;"46-55";"Married";0;3;"1";7
12229;11;1099;0;421;"56-70";"Married";0;2;"";5
12231;3;404;0;0;"";"";0;0;"";0
12234;26;746;0;0;"";"";0;0;"";0
12239;8;66;0;1111;"46-55";"Single";0;2;"";7
12241;13;625;0;0;"";"";0;0;"";0
12242;30;421;0;0;"";"";0;0;"";0
12243;13;262;0;368;"36-45";"";0;1;"";5
12246;12;779;0;467;"46-55";"";0;1;"";3
12248;30;923;0;0;"";"";0;0;"";0
12249;13;756;0;0;"";"";0;0;"";0
12250;8;103;0;823;"36-45";"";1;4;"2";2
12251;8;544;0;0;"";"";0;0;"";0
12254;29;458;0;923;"46-55";"";0;1;"";4
12258;13;142;0;600;"46-55";"";0;2;"";6
12259;13;386;0;0;"";"";0;0;"";0
12260;8;66;0;0;"";"";0;0;"";0
12262;5;1043;0;1093;"46-55";"Married";0;4;"2";6
12265;13;513;0;1551;"46-55";"Single";0;1;"";5
12267;8;6;0;698;"26-35";"";0;3;"1";4
12268;8;271;0;0;"";"";0;0;"";0
12270;13;919;0;674;"56-70";"Married";0;2;"";7
12272;13;25;0;0;"";"";0;0;"";0
12273;8;73;0;0;"";"";0;0;"";0
12276;8;1073;0;515;"26-35";"Married";0;2;"";4
12278;8;61;0;0;"";"";0;0;"";0
12280;13;778;0;0;"";"";0;0;"";0
12281;8;654;0;0;"";"";0;0;"";0
12283;13;892;0;0;"";"";0;0;"";0
12286;30;646;0;0;"";"";0;0;"";0
12287;13;145;0;550;"36-45";"";0;1;"";2
12288;30;921;0;0;"";"";0;0;"";0
12289;8;920;0;0;"";"";0;0;"";0
12291;29;873;0;1195;"56-70";"Married";0;2;"";5
12292;8;13;0;0;"";"";0;0;"";0
12293;13;672;0;877;"46-55";"Married";0;2;"";5
12294;28;1041;0;1387;"46-55";"";0;1;"";1
12295;30;308;0;561;"36-45";"Married";0;2;"";4
12296;8;970;0;0;"";"";0;0;"";0
12298;30;297;0;0;"";"";0;0;"";0
12300;8;276;0;0;"";"";0;0;"";0
12301;30;486;0;0;"";"";0;0;"";0
12302;13;133;0;740;"46-55";"Married";0;2;"";4
12303;29;674;0;136;"56-70";"Single";0;2;"";1
12309;6;677;0;316;"56-70";"";0;1;"";9
12312;13;454;0;0;"";"";0;0;"";0
12314;8;1048;0;0;"";"";0;0;"";0
12315;12;1075;0;250;"36-45";"";0;1;"";9
12316;8;95;0;17;"36-45";"";0;1;"";5
12317;4;551;0;0;"";"";0;0;"";0
12318;8;494;0;138;"36-45";"";0;1;"";5
12319;13;138;0;214;"46-55";"Married";0;2;"";1
12320;8;54;0;0;"";"";0;0;"";0
12321;30;984;0;1224;"26-35";"";0;1;"";4
12322;4;860;0;297;"70+";"Single";0;1;"";3
12323;26;1019;0;0;"";"";0;0;"";0
12324;26;2;0;0;"";"";0;0;"";0
12325;7;641;0;550;"36-45";"";0;1;"";2
12327;30;303;0;0;"";"";0;0;"";0
12329;8;928;0;0;"";"";0;0;"";0
12331;8;733;0;466;"36-45";"Married";0;2;"";5
12332;10;15;0;0;"";"";0;0;"";0
12333;13;1070;0;1239;"36-45";"Single";1;1;"";6
12336;8;103;0;1316;"56-70";"Married";0;2;"";8
12337;3;718;0;725;"56-70";"";1;3;"1";3
12338;13;21;0;0;"";"";0;0;"";0
12342;30;1076;0;1375;"46-55";"Married";0;2;"";6
12343;29;243;0;0;"";"";0;0;"";0
12344;8;58;0;0;"";"";0;0;"";0
12348;12;1063;0;0;"";"";0;0;"";0
12350;8;916;0;0;"";"";0;0;"";0
12352;12;108;0;268;"70+";"Married";0;2;"";2
12353;8;738;0;143;"70+";"";0;1;"";2
12354;7;986;0;0;"";"";0;0;"";0
12355;26;565;0;0;"";"";0;0;"";0
12356;8;76;0;416;"36-45";"Married";1;4;"2";5
12357;12;496;0;1485;"46-55";"Married";0;2;"";6
12358;30;889;0;269;"46-55";"";0;1;"";7
12360;30;786;0;795;"46-55";"";0;2;"1";5
12363;8;14;0;0;"";"";0;0;"";0
12364;10;15;0;1477;"46-55";"";0;1;"";5
12365;13;886;0;921;"36-45";"Married";0;4;"2";5
12366;12;496;0;1473;"36-45";"";0;1;"";5
12367;8;846;0;0;"";"";0;0;"";0
12368;13;118;0;0;"";"";0;0;"";0
12369;13;796;0;0;"";"";0;0;"";0
12374;8;14;0;1546;"36-45";"Married";0;2;"";3
12375;13;1047;0;524;"26-35";"";0;1;"";5
12378;8;97;0;428;"36-45";"";0;1;"";4
12379;8;581;0;0;"";"";0;0;"";0
12380;29;896;0;113;"56-70";"Married";0;2;"";4
12381;8;759;0;1085;"46-55";"";0;1;"";4
12382;13;147;0;0;"";"";0;0;"";0
12384;10;662;0;737;"36-45";"Single";0;4;"3+";4
12385;4;407;0;1408;"26-35";"Single";0;1;"";9
12386;7;687;0;0;"";"";0;0;"";0
12391;11;571;0;0;"";"";0;0;"";0
12393;9;575;0;474;"56-70";"Married";0;4;"2";6
12394;8;88;0;0;"";"";0;0;"";0
12395;4;791;1;0;"";"";0;0;"";0
12396;8;1110;0;965;"18-25";"Married";1;3;"1";4
12397;8;69;0;207;"46-55";"";0;1;"";5
12400;11;1044;0;440;"36-45";"Married";0;3;"1";8
12401;13;578;0;0;"";"";0;0;"";0
12402;8;1059;0;552;"70+";"Married";0;2;"";4
12407;7;1050;0;619;"36-45";"Single";1;2;"1";4
12409;8;792;0;135;"36-45";"";0;1;"";1
12411;26;545;0;0;"";"";0;0;"";0
12412;26;790;0;0;"";"";0;0;"";0
12413;26;739;0;1450;"36-45";"Single";1;1;"";4
12417;13;751;0;0;"";"";0;0;"";0
12418;28;378;0;0;"";"";0;0;"";0
12421;13;890;0;0;"";"";0;0;"";0
12423;8;879;0;0;"";"";0;0;"";0
12424;13;422;0;401;"36-45";"Married";0;3;"1";4
12425;13;22;0;1298;"26-35";"";0;2;"";3
12426;11;910;0;1381;"70+";"Single";0;2;"";4
12427;4;16;0;38;"46-55";"Single";0;2;"";5
12428;26;377;0;153;"46-55";"";1;1;"";5
12429;11;980;0;474;"56-70";"Married";0;4;"2";6
12430;26;536;0;1190;"56-70";"Single";0;1;"";6
12431;28;750;0;1547;"46-55";"Married";0;2;"";5
12433;8;424;0;1360;"46-55";"Married";0;2;"";5
12436;26;329;0;0;"";"";0;0;"";0
12438;8;83;0;0;"";"";0;0;"";0
12439;12;783;0;0;"";"";0;0;"";0
12440;26;250;0;1547;"46-55";"Married";0;2;"";5
12441;5;893;0;0;"";"";0;0;"";0
12442;13;122;0;0;"";"";0;0;"";0
12444;29;643;0;0;"";"";0;0;"";0
12445;9;896;0;288;"46-55";"Married";0;2;"";3
12446;8;11;0;1450;"36-45";"Single";1;1;"";4
12447;30;872;0;0;"";"";0;0;"";0
12448;8;920;0;0;"";"";0;0;"";0
12450;12;526;0;167;"46-55";"";0;2;"";4
12451;13;625;0;1141;"70+";"Married";0;2;"";6
12452;8;674;0;0;"";"";0;0;"";0
12453;29;873;0;0;"";"";0;0;"";0
12455;29;896;0;0;"";"";0;0;"";0
12456;12;470;0;0;"";"";0;0;"";0
12457;13;644;0;0;"";"";0;0;"";0
12458;8;269;0;0;"";"";0;0;"";0
12459;13;119;0;0;"";"";0;0;"";0
12460;30;909;0;103;"46-55";"";0;2;"";4
12464;5;934;0;1047;"46-55";"";0;1;"";6
12465;8;661;0;159;"36-45";"Married";1;3;"1";1
12467;13;608;0;1327;"70+";"Married";0;2;"";4
12472;8;1002;0;1544;"46-55";"";0;1;"";4
12473;7;986;0;0;"";"";0;0;"";0
12474;12;108;0;879;"46-55";"Single";1;1;"";4
12475;29;443;0;792;"36-45";"Married";0;2;"";4
12476;8;47;0;735;"46-55";"Married";0;2;"";5
12477;13;909;0;1284;"36-45";"Single";1;2;"";4
12478;29;985;0;0;"";"";0;0;"";0
12479;13;166;0;967;"36-45";"";0;1;"";5
12480;10;732;0;666;"26-35";"";0;1;"";4
12481;10;934;0;0;"";"";0;0;"";0
12484;8;61;0;0;"";"";0;0;"";0
12486;7;17;0;1333;"46-55";"";0;2;"";6
12487;13;114;0;0;"";"";0;0;"";0
12488;13;1021;0;0;"";"";0;0;"";0
12489;30;1024;0;1079;"46-55";"Married";0;2;"";1
12490;13;942;0;0;"";"";0;0;"";0
12491;10;106;0;0;"";"";0;0;"";0
12494;13;511;0;0;"";"";0;0;"";0
12497;9;691;0;0;"";"";0;0;"";0
12498;29;873;0;1309;"26-35";"Married";0;3;"1";7
12499;30;439;0;0;"";"";0;0;"";0
12500;10;968;0;7;"26-35";"";0;3;"1";3
12501;8;54;0;0;"";"";0;0;"";0
12505;5;455;0;0;"";"";0;0;"";0
12507;8;45;0;0;"";"";0;0;"";0
12508;13;144;0;0;"";"";0;0;"";0
12509;11;759;0;0;"";"";0;0;"";0
12512;11;913;0;749;"36-45";"";0;4;"2";5
12513;13;982;1;891;"36-45";"Married";0;2;"";5
12517;8;559;0;0;"";"";0;0;"";0
12518;8;433;0;159;"36-45";"Married";1;3;"1";1
12519;13;128;0;352;"46-55";"";0;2;"";5
12523;30;803;0;1574;"36-45";"Married";0;2;"";5
12524;26;1020;0;506;"46-55";"Married";0;2;"";7
12526;8;77;0;0;"";"";0;0;"";0
12528;8;95;0;628;"46-55";"Married";0;3;"1";4
12529;13;172;0;0;"";"";0;0;"";0
12530;8;64;0;0;"";"";0;0;"";0
12531;8;725;0;1269;"46-55";"";0;1;"";5
12533;8;585;0;250;"36-45";"";0;1;"";9
12534;26;609;0;0;"";"";0;0;"";0
12536;8;1073;0;179;"46-55";"";0;1;"";4
12538;2;1023;0;619;"36-45";"Single";1;2;"1";4
12540;8;682;0;0;"";"";0;0;"";0
12541;8;812;0;0;"";"";0;0;"";0
12542;30;325;0;0;"";"";0;0;"";0
12543;12;492;0;0;"";"";0;0;"";0
12544;29;3;0;1339;"56-70";"Single";0;2;"";4
12546;13;694;0;0;"";"";0;0;"";0
12547;9;575;0;265;"18-25";"Single";0;2;"";3
12548;4;860;0;1574;"36-45";"Married";0;2;"";5
12549;11;913;0;230;"36-45";"";0;2;"";5
12552;8;1045;0;17;"36-45";"";0;1;"";5
12555;10;279;0;8;"26-35";"";0;4;"2";6
12556;13;406;0;0;"";"";0;0;"";0
12557;26;478;0;0;"";"";0;0;"";0
12558;13;23;0;0;"";"";0;0;"";0
12560;13;21;0;0;"";"";0;0;"";0
12561;29;896;0;1055;"26-35";"Married";0;3;"1";4
12562;29;674;0;962;"26-35";"Married";1;3;"1";6
12563;13;472;0;0;"";"";0;0;"";0
12565;30;364;0;0;"";"";0;0;"";0
12566;13;154;0;0;"";"";0;0;"";0
12567;30;672;0;0;"";"";0;0;"";0
12568;13;1032;0;0;"";"";0;0;"";0
12569;26;446;0;910;"46-55";"Married";0;3;"1";3
12571;12;108;0;1387;"46-55";"";0;1;"";1
12572;8;288;0;186;"26-35";"";0;2;"";4
12576;13;144;0;393;"46-55";"";0;1;"";5
12577;30;974;0;510;"26-35";"";0;2;"1";1
12578;11;1099;0;0;"";"";0;0;"";0
12584;13;608;0;103;"46-55";"";0;2;"";4
12587;8;705;0;1079;"46-55";"Married";0;2;"";1
12588;13;815;0;0;"";"";0;0;"";0
12589;29;265;0;1309;"26-35";"Married";0;3;"1";7
12590;13;679;0;962;"26-35";"Married";1;3;"1";6
12591;12;108;0;7;"26-35";"";0;3;"1";3
12593;5;1043;0;823;"36-45";"";1;4;"2";2
12595;8;889;0;536;"46-55";"Married";0;2;"";11
12597;13;625;0;0;"";"";0;0;"";0
12598;13;162;0;0;"";"";0;0;"";0
12602;13;133;0;1378;"26-35";"";0;4;"2";8
12605;8;674;0;785;"36-45";"";0;3;"1";5
12606;8;865;0;748;"46-55";"Married";0;3;"1";8
12608;29;1035;0;0;"";"";0;0;"";0
12609;8;383;0;0;"";"";0;0;"";0
12610;13;763;0;0;"";"";0;0;"";0
12612;9;468;0;192;"36-45";"Married";0;4;"2";4
12613;8;465;0;0;"";"";0;0;"";0
12616;13;504;0;318;"46-55";"Married";0;2;"";6
12617;13;135;0;0;"";"";0;0;"";0
12621;13;504;0;0;"";"";0;0;"";0
12623;12;1063;0;0;"";"";0;0;"";0
12625;8;1048;0;0;"";"";0;0;"";0
12626;29;538;0;0;"";"";0;0;"";0
12628;8;757;0;1523;"70+";"Married";0;2;"";1
12630;26;695;0;823;"36-45";"";1;4;"2";2
12631;12;492;0;0;"";"";0;0;"";0
12636;8;915;0;0;"";"";0;0;"";0
12638;8;772;0;0;"";"";0;0;"";0
12640;9;520;0;0;"";"";0;0;"";0
12641;4;16;0;0;"";"";0;0;"";0
12643;13;167;0;143;"70+";"";0;1;"";2
12645;8;93;0;762;"46-55";"";1;1;"";4
12646;11;658;0;0;"";"";0;0;"";0
12648;13;275;0;877;"46-55";"Married";0;2;"";5
12649;8;583;0;0;"";"";0;0;"";0
12650;8;95;0;0;"";"";0;0;"";0
12652;29;750;0;0;"";"";0;0;"";0
12653;13;770;1;0;"";"";0;0;"";0
12656;8;754;0;0;"";"";0;0;"";0
12657;8;882;0;926;"26-35";"Single";0;1;"";5
12658;8;623;0;877;"46-55";"Married";0;2;"";5
12660;10;968;0;0;"";"";0;0;"";0
12661;8;812;0;0;"";"";0;0;"";0
12662;13;139;0;277;"18-25";"";0;2;"";5
12663;13;172;0;143;"70+";"";0;1;"";2
12665;8;928;0;0;"";"";0;0;"";0
12666;8;1059;0;12;"46-55";"Married";0;2;"";7
12667;8;55;0;1067;"46-55";"";0;1;"";5
12668;13;1059;0;1068;"46-55";"";0;2;"";2
12669;8;91;0;0;"";"";0;0;"";0
12670;8;247;0;0;"";"";0;0;"";0
12671;26;471;0;402;"70+";"Married";0;3;"1";7
12672;30;646;0;0;"";"";0;0;"";0
12673;11;971;0;962;"26-35";"Married";1;3;"1";6
12674;26;898;0;294;"18-25";"Single";0;2;"";5
12682;13;160;0;0;"";"";0;0;"";0
12684;8;449;0;0;"";"";0;0;"";0
12687;13;780;0;0;"";"";0;0;"";0
12688;30;409;0;0;"";"";0;0;"";0
12693;29;448;0;0;"";"";0;0;"";0
12696;13;145;0;888;"26-35";"Married";0;3;"1";4
12697;13;406;0;82;"70+";"Single";0;2;"";4
12698;12;705;0;0;"";"";0;0;"";0
12699;30;668;0;1379;"36-45";"";0;1;"";3
12701;13;1112;0;1502;"46-55";"";0;1;"";4
12702;29;985;0;0;"";"";0;0;"";0
12703;9;444;0;0;"";"";0;0;"";0
12704;29;243;0;1467;"36-45";"Married";0;2;"";5
12705;30;348;0;1167;"46-55";"";0;1;"";5
12707;30;479;0;0;"";"";0;0;"";0
12708;5;955;0;205;"46-55";"Married";0;2;"";7
12710;13;163;0;0;"";"";0;0;"";0
12712;8;889;0;0;"";"";0;0;"";0
12713;30;579;0;0;"";"";0;0;"";0
12714;30;474;0;0;"";"";0;0;"";0
12716;13;170;0;0;"";"";0;0;"";0
12719;30;646;0;1167;"46-55";"";0;1;"";5
12721;13;979;0;1399;"70+";"Single";0;1;"";4
12722;8;54;0;0;"";"";0;0;"";0
12723;26;694;0;0;"";"";0;0;"";0
12724;13;714;0;0;"";"";0;0;"";0
12725;8;256;0;0;"";"";0;0;"";0
12728;9;870;0;0;"";"";0;0;"";0
12729;8;296;0;0;"";"";0;0;"";0
12730;13;601;0;205;"46-55";"Married";0;2;"";7
12731;30;552;0;833;"56-70";"";0;2;"";4
12732;8;256;0;92;"46-55";"Married";0;2;"";1
12733;8;759;0;0;"";"";0;0;"";0
12735;13;281;0;0;"";"";0;0;"";0
12736;29;1040;0;1036;"36-45";"";0;2;"";9
12739;13;27;0;959;"46-55";"";0;1;"";5
12740;5;893;0;795;"46-55";"";0;2;"1";5
12741;8;922;0;923;"46-55";"";0;1;"";4
12742;10;280;0;0;"";"";0;0;"";0
12745;30;425;0;0;"";"";0;0;"";0
12746;8;694;0;0;"";"";0;0;"";0
12747;11;980;0;72;"26-35";"Single";0;3;"2";1
12748;13;480;0;36;"36-45";"Married";0;2;"";4
12749;29;1040;0;1195;"56-70";"Married";0;2;"";5
12751;13;149;0;0;"";"";0;0;"";0
12752;13;111;0;0;"";"";0;0;"";0
12755;13;115;0;1082;"56-70";"Single";0;1;"";4
12757;8;817;0;1374;"56-70";"Married";0;3;"1";7
12759;13;719;0;0;"";"";0;0;"";0
12761;5;1043;0;1544;"46-55";"";0;1;"";4
12763;13;992;0;560;"46-55";"";0;2;"";5
12765;12;572;0;0;"";"";0;0;"";0
12767;8;288;0;0;"";"";0;0;"";0
12769;13;167;0;0;"";"";0;0;"";0
12774;8;792;0;0;"";"";0;0;"";0
12776;13;124;0;353;"36-45";"Single";0;2;"";6
12777;8;906;0;0;"";"";0;0;"";0
12778;12;819;0;898;"36-45";"Married";0;3;"1";4
12779;30;345;0;135;"36-45";"";0;1;"";1
12780;8;744;0;0;"";"";0;0;"";0
12782;13;155;0;389;"26-35";"Married";0;4;"2";6
12783;8;64;0;338;"46-55";"";0;1;"";5
12786;13;121;0;962;"26-35";"Married";1;3;"1";6
12787;13;277;0;0;"";"";0;0;"";0
12788;26;492;0;0;"";"";0;0;"";0
12789;26;514;0;0;"";"";0;0;"";0
12790;13;25;0;0;"";"";0;0;"";0
12791;7;1050;0;1269;"46-55";"";0;1;"";5
12794;11;795;0;627;"46-55";"";0;4;"2";4
12795;11;759;0;1489;"46-55";"Married";0;2;"";3
12796;8;292;0;0;"";"";0;0;"";0
12797;26;326;0;1025;"46-55";"Married";0;2;"";5
12798;8;1000;0;235;"56-70";"Married";0;2;"";5
12799;30;500;0;0;"";"";0;0;"";0
12800;13;1055;0;186;"26-35";"";0;2;"";4
12801;26;243;0;0;"";"";0;0;"";0
12802;13;530;0;1295;"36-45";"Married";0;2;"";4
12803;13;273;0;186;"26-35";"";0;2;"";4
12804;13;667;0;719;"56-70";"Married";0;2;"";2
12806;8;285;0;0;"";"";0;0;"";0
12807;5;279;0;1490;"26-35";"Single";0;1;"";5
12808;13;434;1;1356;"26-35";"Married";0;3;"1";6
12810;10;968;0;627;"46-55";"";0;4;"2";4
12812;13;420;0;0;"";"";0;0;"";0
12813;10;431;0;0;"";"";0;0;"";0
12814;26;630;0;1469;"46-55";"";0;2;"";12
12817;13;172;0;0;"";"";0;0;"";0
12818;8;74;0;1142;"56-70";"";0;1;"";6
12821;13;120;0;141;"56-70";"Married";0;2;"";9
12825;13;756;0;970;"46-55";"Married";0;2;"";4
12827;9;705;0;0;"";"";0;0;"";0
12829;8;47;0;1064;"36-45";"Married";0;2;"";9
12830;8;558;0;0;"";"";0;0;"";0
12832;13;465;0;514;"26-35";"";0;2;"";6
12834;13;694;0;401;"36-45";"Married";0;3;"1";4
12835;29;597;0;0;"";"";0;0;"";0
12836;9;989;0;271;"36-45";"";0;3;"1";4
12838;26;1057;0;1211;"36-45";"Married";0;2;"";5
12839;12;108;0;0;"";"";0;0;"";0
12841;10;934;0;666;"26-35";"";0;1;"";4
12843;9;19;0;749;"36-45";"";0;4;"2";5
12844;13;138;0;1467;"36-45";"Married";0;2;"";5
12845;8;64;0;1383;"26-35";"Married";0;2;"";5
12847;8;581;0;0;"";"";0;0;"";0
12848;10;106;0;724;"26-35";"";0;3;"1";6
12849;13;556;0;0;"";"";0;0;"";0
12850;13;148;0;608;"26-35";"";0;2;"";5
12853;8;981;0;677;"36-45";"";0;1;"";5
